,Song_name,queen
296,no one but you only the good die young   ,"""A hand above the water An angel reaching for the sky Is it raining in heaven, Do you want us to cry?"", ""And everywhere the broken-hearted On every lonely avenue No-one could reach them No-one but you"", ""One by one Only the Good die young They're only flying too close to the sun And life goes on, Without you..."", ""Another Tricky Situation I get the drownin' in the Blues And I find myself thinkin' Well - what would you do?"", ""Yes! - it was such an operation Forever paying every due Hell, you made a sensation You found a way through"", ""And, One by one Only the Good die young They're only flyin' too close to the sun We'll remember, forever..."", ""And now the party must be over I guess we'll never understand The sense of your leaving Was in the way it was planned?"", ""And so we grace another table And raise our glasses one more time There's a face at the window And I ain't never, never sayin' goodbye..."", ""One by one Only the Good die young They're only flyin' too close to the sun"", ""Cryin' for nothing Cryin' for no-one No-one but you..."""
297,i want it all   ,"""I want it all, I want it all I want it all and I want it now"", ""Adventure seeker on an empty street Just an alley creeper, light on his feet A young fighter screaming with no time for doubt With the pain and anger can't see a way out"", ""It ain't much I'm asking, I heard him say Gotta find me a future, move out of my way"", ""I want it all, I want it all I want it all and I want it now I want it all, I want it all I want it all and I want it now"", ""Listen all you people, come gather round I gotta get me a game plan, gotta shake you to the ground Just give me what I know is mine People, do you hear me, just give me the sign"", ""It ain't much I'm asking, if you want the truth Here's to the future for the dreams of youth"", ""I want it all, I want it all I want it all and I want it now I want it all, I want it all I want it all and I want it now"", ""I'm a man with a one track mind So much to do in one life time Not a man for compromise and where's and why's and living lies So I'm living it all, yes, I'm living it all And I'm giving it all, and I'm giving it all"", ""It ain't much I'm asking, if you want the truth Here's to the future, hear the cry of youth"", ""I want it all, I want it all I want it all and I want it now I want it all, I want it all I want it all and I want it now"", ""And I want it Now I want it I want it"""
298,i want to break free single remix   ,"""I want to break free I want to break free I want to break free from your lies You're so self satisfied I don't need you I've got to break free God knows God knows I want to break free. I've fallen in love I've fallen in love for the first time And this time I know it's for real I've fallen in love, God knows, God knows I've fallen in love. It's strange but it's true, yea I can't get over the way you love me like you do But I have to be sure When I walk out that door Oh how I want to be free, baby Oh how I want to be free, Oh how I want to break free But life still goes on I can't get used to, living without, living without, Living without you by my side I don't want to live alone, hey God knows, got to make it on my own So baby can't you see I've got to break free. I've got to break free I want to break free, yeah I want, I want, I want, I want to break free."""
299,my life has been saved   ,"""Words and music by queen This is where we are today people going separate ways this is the way things are now in disarray i read it in the papers there's death on every page oh lord i thank the lord above my life has been saved yeah yeah yeah Here we go tellin' lies here we go (here we go) This is the way we are today oh ho oh ho We're right back were we started from people going separate ways this is the way things are now in disarray - hey i read it in the papers there's death on every page oh oh lord i thank you for my my life has been saved My life my life has been saved my life my life my life has been saved I'm in no doubt i'm blind i don't know what's coming to me"""
300,white man   ,"""I'm a simple man with a simple name From this soil my people came In this soil remain oh yeah oh yeah He made us our shoes And we trod soft on the land But the immigrant built roads On our blood and sand oh yeah"", ""White man White man Don't you see the light behind your blackened skies White man White man You took away the sight to blind my simple eyes White man White man Where you gonna hide from the hell you've made"", ""Oh the red man knows wars With his hands and his knives On the Bible you swore Fought your battle with lies oh yeah Leave my body in shame Leave my soul in disgrace But by ev'ry god's name Say a prayer for your race oh yeah"", ""White man White man Our country was green and all our rivers wide White man White man You came with a gun and soon our children died White man White man Don't you give a light for the blood you've shed?"", ""White man White man White man White man White man For you battled with lies White man White man Still lies White man White man Say you look around every skin and bone again"", ""What is left of your dream? Just the words on your stone A man who learned how to teach Then forgot how to learn Oh yeah."""
301,flash to the rescue   ,
302,dear friends   ,"""So dear friends, Your love has gone Only tears to dwell upon I dare not say As the wind must blow So a love is lost A love is won"", ""Go to sleep and dream again Soon your hopes will rise And then from all this gloom Life can start anew And there'll be no crying soon"""
303,i want to break free live at wembley stadium july 1986   ,
304,shove it   ,"""What do you do? I said what do you do? You ain't wearin' a tie, you ain't got a jacket You can't come in 'cos you're in the wrong bracket You can shove it VIP's and royalty get treated like they're special see But the trick is there for all to see They're people just like you and me You can shove it Girls - we love it Cars - we love it More girls - we love it Late night bars - we love it Pool - we love it School - fantasy What do you do? You can shove it You gotta talk, act and dress right If you ain't got money, they treat ya funny When they say the class system's dead If you think that's true better get a new head You can shove it You can shove it You can shove it Girls - we love it Cars - we love it More girls - we love it And late night bars - we love it Pool - we love it School - shove it What do you do? Shove it, You can shove it. So why do people scrape and fuss When everyman's the same as us It's a joke on all humanity It's privilege And we don't need it War - shove it Hate - shove it Politicians - don't cut it Blind dates - shove it Girls schools - we love it Crazy rules - shove it What do you do? You can shove it You can shove it...etc"""
305,let me in your heart again william orbit mix   ,"""Ooh Woohooo"", ""Yeh"", ""When People Talk Of Love I'll Lead The Conversation I'll Say I Feel Just Fine Happy With My Situation"", ""But When I Look Away ha People Know My Mind Is Straying To Where I Once Belonged Dreaming About Your Heart Again"", ""(Your Heart Again) Yeh (Your Heart Again) Let Me In Your Heart Again"", ""Listen to me honey"", ""We Laugh To Face The Blues I Give Your Satisfaction (It's Your Heart Again) Despair Was On Your Mind I Gave You The Right Direction (It's Your Heart Again)"", ""Sometimes You Walk Away Remember It's My Heart Your Breaking You Forget We Were In Love Now My Heart Is Only Filled With Pain (Your Heart Again) Oh (Your Heart Again) Let Me In Your Heart Again"", ""Oh My Love I Want You To Stay Don't Leave Me Now Or I Just Fade Away All My Love! Don't Hurt Me This Way"", ""Oh forgive me babe Do not ever tell me goodbye Woohoo Tell me yes"", ""Oh"", ""Don't Let Me Wait Too Long Or I'll Lose My Mind"", ""When People Talk Of Love I Have No Hesitation (It's Your Heart Again) Tell Me What Your Dreaming Of I'll Hold That Conversation For You Best (It's Your Heart Again)"", ""But when I Look Away ha People Know My Mind Is Straying Baby To Where I Once Belonged Just Let Me In Your Heart Again (You heart again) (your Heart Again) Oh Let Me In Your Heart Again"", ""Open The Doors For Me Babe To Your Heart Again Let Me In!"", ""Hey Live Let Me Live Woohoo Let Me live And Live In Your Heart Again"""
